national_inv,lead_time,in_transit_qty,forecast_3_month,forecast_6_month,forecast_9_month,sales_1_month,sales_3_month,sales_6_month,sales_9_month,min_bank,potential_issue,pieces_past_due,perf_6_month_avg,perf_12_month_avg,local_bo_qty,deck_risk,oe_constraint,ppap_risk,stop_auto_buy,rev_stop,went_on_backorder
12,2.080334067041962,0,5,15,25,9,30,47,57,3,0,0,0.9897322197765268,0.9893305494413169,0,0,0,0,1,0,1
5,2.8132070196893064,0,12,24,25,1,6,12,22,3,0,0,0.18198105295339606,0.5596351814438825,0,0,0,0,1,0,1
0,3.6991102459558256,0,11,11,12,0,0,0,0,0,0,0,0.2677871367881378,0.2305304636328065,0,0,0,0,1,0,1
0,9.830787014615106,1,0,0,1,0,0,1,1,0,0,0,0.8732902176932418,0.8820211203028551,0,0,0,0,1,0,1
21,8.0,10,37,72,106,5,43,84,118,19,0,0,0.9258516115213027,0.8735870955896881,1,0,0,0,1,0,1
0,9.37395889111096,1,0,0,2,0,0,2,2,0,0,0,0.8242656835666506,0.7998334225777534,0,0,0,0,1,0,1
-140,8.768809843575774,68,1009,1394,1871,163,570,852,1224,119,0,0,-79.87777716566158,-79.83357059965599,146,0,0,0,1,0,1
30,8.0,0,321,430,548,37,116,309,356,53,0,0,0.46806201669648667,0.46806201669648667,1,0,0,0,1,0,1
48,8.0,0,496,662,828,52,158,446,508,87,0,0,0.11154852148989651,0.10720247519808236,3,0,0,0,1,0,1
35,8.0,0,2411,2481,2550,28,91,231,272,41,0,0,0.6372994183142615,0.6054344473985485,1,0,0,0,1,0,1
-2,8.0,0,24,39,48,4,8,21,35,3,0,0,0.8445659319332105,0.8145659319332105,2,0,0,0,1,0,1
-1,4.705347921200962,0,19,26,30,1,2,8,14,2,0,0,0.4020971845341074,0.36111501093811066,1,0,0,0,1,0,1
7,8.0,0,8,19,25,7,13,27,49,3,0,0,0.9610123348021833,0.94,0,0,0,0,1,0,1
0,8.763173114884063,0,2,3,5,0,3,3,3,1,0,0,0.7067110590209422,0.6200665885314133,0,0,0,0,1,0,1
0,7.585336781528117,0,2,3,4,0,1,2,2,0,0,0,0.9005649386856968,0.9064183065009779,0,0,0,0,1,0,1
0,8.0,0,4,5,5,0,3,7,9,0,0,0,0.9197287142388787,0.916304952318505,0,0,0,0,1,0,1
0,8.0,0,2,3,4,0,2,3,3,0,0,0,0.9062561185610399,0.895142450852877,0,0,0,0,1,0,1
0,8.862001734150267,1,2,2,2,0,0,1,1,0,0,0,0.7776226712473389,0.7790876842534659,0,0,0,0,1,0,1
2,7.864694844736951,0,7,14,16,1,3,7,12,1,0,0,0.5057168082000083,0.6700761504973716,0,0,0,0,1,0,1
-457,11.67207616969815,321,3172,4634,6606,686,2344,3285,4364,368,0,0,0.5309904787877313,0.7421348585453749,481,0,0,0,1,0,1
4,8.0,0,11,24,31,5,10,25,44,4,0,0,0.9003583178465259,0.8772192819437115,1,0,0,0,1,0,1
5,8.0,0,10,22,29,6,11,25,45,4,0,0,0.9171257845644667,0.8948692469099649,0,0,0,0,1,0,1
6,5.176457540354516,0,5,10,14,4,16,27,33,1,0,0,0.9423531368946823,0.9370590409940914,0,0,0,0,1,0,1
1,8.456293839223559,0,7,13,15,1,3,6,11,1,0,0,0.5506783317809905,0.6872325213374832,0,0,0,0,1,0,1
0,8.0,0,4,4,5,0,3,6,8,0,0,0,0.8189495949770804,0.7757926111040677,0,0,0,0,1,0,1
6,8.0,0,6,15,20,5,11,24,43,3,0,0,0.9500924056366186,0.9317436713638487,0,0,0,0,1,0,1
0,8.0,0,5,5,5,0,3,8,10,0,0,0,0.9082488282227382,0.9009984376303176,0,0,0,0,1,0,1
0,11.11776638019003,0,3,6,8,0,3,4,6,0,0,0,0.789121823306651,0.7436827349599766,0,0,0,0,1,0,1
35,8.0,0,364,487,617,41,127,344,395,61,0,0,0.38922646960436164,0.38922646960436164,1,0,0,0,1,0,1
-6,8.0,0,99,128,170,14,50,95,143,8,0,0,-14.690882086936412,-14.690882086936412,8,0,0,0,1,0,1
0,11.0177003915802,0,3,6,8,0,3,4,6,0,0,0,0.785619513705307,0.7384292705579605,0,0,0,0,1,0,1
-9,8.481002348385077,42,921,1282,1708,143,468,886,1088,137,0,0,0.05892278767717202,0.08658042270931399,65,0,0,0,1,0,1
-4,8.0,9,197,262,319,14,73,146,244,35,0,0,-39.34970186876966,-39.38549920711607,22,0,0,0,1,0,1
-326,10.442368473547308,214,2274,3284,4624,465,1595,2260,3047,265,0,0,-38.2521901416946,-38.111753954465634,342,0,0,0,1,0,1
-38,8.0,1,297,369,426,17,69,144,272,36,0,0,-66.77807063385973,-66.7877594970549,39,0,0,0,1,0,1
0,11.276580305021431,1,2,4,6,0,1,3,5,0,0,0,0.84531968932425,0.8297880832238214,0,0,0,0,1,0,1
-3,8.0,0,24,41,52,3,8,22,36,4,0,0,0.7837794050714508,0.7556584148539214,3,0,0,0,1,0,1
0,8.27735786858619,0,8,9,11,0,1,3,5,0,0,0,0.5519697665382056,0.5145244822753781,0,0,0,0,1,0,1
0,11.929802924668763,1,4,6,9,0,3,5,8,0,0,0,0.8214039415066247,0.791754926883281,0,0,0,0,1,0,1
4,2.8511677853306248,0,11,22,23,0,4,9,15,2,0,0,0.14795400448416457,0.5113489038044083,0,0,0,1,1,0,1
0,11.118786363794229,1,4,6,9,0,3,5,8,0,0,0,0.8376242727241153,0.8120303409051443,0,0,0,0,1,0,1
0,8.501367011566344,1,4,4,4,0,2,7,9,0,0,0,0.8974931649421684,0.8925068350578317,0,0,0,0,1,0,1
0,7.9939971343720195,0,6,6,6,0,3,8,11,0,0,0,0.8991996179162692,0.8891595988120827,0,0,0,0,1,0,1
49,8.0,4,419,567,715,45,146,398,459,78,0,0,0.28717546751455014,0.2695932960340675,2,0,0,0,1,0,1
-1,8.0,0,30,47,68,7,22,46,64,3,0,0,0.8768388211522876,0.8614077513094177,2,0,0,0,1,0,1
12,2.6952240367548628,0,5,15,24,9,28,45,57,4,0,0,0.9865238798162257,0.9842064663603761,0,0,0,0,1,0,1
23,8.0,0,249,334,431,31,97,249,290,40,0,0,0.6012381872816981,0.6012381872816981,1,0,0,0,1,0,1
43,8.0,0,558,739,918,56,174,482,565,95,0,0,-11.521735553692977,-11.521735553692977,9,0,0,0,1,0,1
0,6.233250306806009,0,8,8,8,0,2,6,8,0,0,0,0.6644333742408012,0.6426550429528413,0,0,0,0,1,0,1
2,2.0,0,13,20,20,0,2,5,9,1,0,0,0.07999358039210616,0.27507222058880576,0,0,0,0,1,0,1
0,8.3137264042287,0,1,2,4,0,2,2,2,1,0,0,0.7129412724440135,0.630196224676592,0,0,0,0,1,0,1
7,2.0,0,10,21,25,4,14,23,32,3,0,0,0.39999551041065085,0.6791374194636762,0,0,0,0,1,0,1
10,2.96249538993337,0,5,13,21,8,26,41,50,3,0,0,0.9755625691509995,0.9739584101677772,0,0,0,0,1,0,1
0,8.0,0,2,3,5,0,3,3,3,1,0,0,0.6955364701518179,0.6018922988502886,0,0,0,0,1,0,1
-124,8.623540472353914,56,899,1230,1632,137,481,729,1066,106,0,0,-83.49098960137725,-83.4551360242169,129,0,0,0,1,0,1
0,8.202807394819892,1,5,5,5,0,3,8,10,0,0,0,0.8989859630259005,0.8910140369740995,0,0,0,0,1,0,1
0,8.0,0,5,5,5,0,3,7,10,0,0,0,0.9113504033461781,0.9051338711282374,0,0,0,0,1,0,1
11,3.2162527406679073,0,5,15,24,9,27,43,56,4,0,0,0.9839187362966605,0.979864560494434,0,0,0,0,1,0,1
12,3.132218097977727,0,5,15,24,9,27,44,56,4,0,0,0.9843389095101114,0.9805648491835189,0,0,0,0,1,0,1
0,8.159277399445962,1,3,3,4,0,0,1,1,0,0,0,0.7082286431952888,0.7044232236911335,0,0,0,0,1,0,1
0,3.6286013851859082,0,13,13,14,0,0,0,1,0,0,0,0.2172592997333854,0.17051650250375722,0,0,0,0,1,0,1
0,7.028066008475149,0,7,7,7,0,3,7,10,0,0,0,0.77040880113002,0.7539292411865209,0,0,0,0,1,0,1
-3,8.0,0,25,42,53,3,9,23,37,4,0,0,0.7889163849387165,0.7614958919758142,3,0,0,0,1,0,1
0,8.032143269256265,0,2,3,5,0,3,3,3,1,0,0,0.6811250144239693,0.5816875216359539,0,0,0,0,1,0,1
5,8.0,0,9,21,27,6,11,26,46,4,0,0,0.9260850871162963,0.9043000917013645,0,0,0,0,1,0,1
-42,8.0,1,345,425,496,22,87,177,325,41,0,0,-77.73257161297784,-77.73257161297784,44,0,0,0,1,0,1
0,8.0,0,50,70,105,12,42,79,107,2,0,0,-2.271889492662879,-2.271889492662879,1,0,0,0,1,0,1
-34,8.0,4,333,417,488,20,89,180,328,45,0,0,-74.4460851553977,-74.46082045136365,42,0,0,0,1,0,1
-2,8.0,0,24,42,52,3,7,22,36,5,0,0,0.778038463108965,0.7468901112362556,3,0,0,0,1,0,1
2,4.525595936207962,0,8,16,17,0,4,7,11,2,0,0,0.3209782467414894,0.5336746124827728,0,0,0,1,1,0,1
42,8.0,0,556,736,913,56,173,478,562,94,0,0,-12.920573908401352,-12.920573908401352,9,0,0,0,1,0,1
0,6.938935909246743,0,4,5,5,0,1,2,2,0,0,0,0.807914146992033,0.8073035060845005,0,0,0,0,1,0,1
0,8.93498361938131,1,3,3,3,0,2,5,7,0,0,0,0.8953250819030935,0.8946749180969066,0,0,0,0,1,0,1
4,2.1788466191200184,0,12,25,25,0,4,9,17,2,0,0,0.0784808173090686,0.5023846215882669,0,0,0,1,1,0,1
11,2.7045108907381463,0,7,18,27,9,28,44,54,4,0,0,0.964167934006268,0.9606453795525772,0,0,0,0,1,0,1
0,9.774255845349002,0,2,4,6,1,2,3,5,0,0,0,0.8979010454127849,0.8901584869592949,0,0,0,0,1,0,1
12,2.0,0,5,15,25,9,28,44,54,3,0,0,0.9060333207205291,0.9457594915624293,0,0,0,0,1,0,1
2,6.975758942662036,0,5,7,9,1,8,15,19,0,0,0,0.9153636158600694,0.9070706842889661,0,0,0,0,1,0,1
6,5.0768622895151205,0,5,10,15,4,17,28,34,1,0,0,0.9438470656572732,0.9387189618414147,0,0,0,0,1,0,1
0,8.826245080309267,1,2,2,3,0,0,1,1,0,0,0,0.7740917016805402,0.7752885397828597,0,0,0,0,1,0,1
4,2.0,0,13,24,24,0,4,8,15,2,0,0,0.06586103385421276,0.4340633691401064,0,0,0,0,1,0,1
0,8.0,0,2,3,4,0,2,3,3,1,0,0,0.8187766259951144,0.7732960147789092,0,0,0,0,1,0,1
0,11.163761090496312,0,3,6,8,1,2,4,6,0,0,0,0.849268361832629,0.8276307509276659,0,0,0,0,1,0,1
-260,9.849296190495377,162,1826,2614,3649,358,1232,1761,2401,213,0,0,-53.00338050190375,-52.89704597095027,272,0,0,0,1,0,1
0,11.266475362147034,1,2,4,6,0,1,3,5,0,0,0,0.8456733623248538,0.8303438550819132,0,0,0,0,1,0,1
6,4.718434485189851,0,9,21,24,3,8,18,32,3,0,0,0.46776517277847773,0.6993518622472558,0,0,0,0,1,0,1
0,9.91095530854735,1,0,0,1,0,0,2,2,0,0,0,0.8806503073974717,0.8857528493675759,0,0,0,0,1,0,1
50,8.0,0,1136,1290,1445,51,155,431,492,82,0,0,0.1944969616844805,0.18477211360025647,2,0,0,0,1,0,1
12,2.9112610610042005,0,5,15,24,9,28,44,56,4,0,0,0.9854436946949789,0.982406157824965,0,0,0,0,1,0,1
51,8.0,0,527,704,880,55,168,475,540,92,0,0,0.0670953235511947,0.06448122003621308,3,0,0,0,1,0,1
4,8.0,0,454,469,499,11,40,74,97,1,0,0,0.9912179032002488,0.9851283871990048,0,0,0,1,1,0,1
0,2.377996798966663,0,15,16,17,0,0,1,2,0,0,0,0.14220964255127733,0.09346963188116619,0,0,0,0,1,0,1
36,8.0,0,371,497,629,42,129,350,402,63,0,0,0.37565654368785095,0.37565654368785095,1,0,0,0,1,0,1
6,8.0,0,9,20,26,7,13,27,48,3,0,0,0.9616202005371108,0.94,0,0,0,0,1,0,1
6,8.0,10,146,203,255,11,67,133,212,31,0,0,-26.09045577827048,-26.134210255699003,15,0,0,0,1,0,1
0,3.797564278577224,0,11,11,11,0,0,0,0,0,0,0,0.27750947250950087,0.24099120459883006,0,0,0,0,1,0,1
0,9.74382089967705,1,5,6,7,0,3,7,10,0,0,0,0.865123582006459,0.8464044775080738,0,0,0,0,1,0,1
2,8.0,0,34,50,81,11,37,69,92,1,0,0,0.9867193707222872,0.9845322845371454,0,0,0,0,1,0,1
0,7.81789944684166,1,4,4,4,0,0,1,1,0,0,0,0.674517570375614,0.6681518162269264,0,0,0,0,1,0,1
13,8.0,0,1792,1800,1817,10,39,71,95,4,0,0,0.9951329927143978,0.9694680291424087,0,0,0,1,1,0,1
7,8.0,0,6,16,21,6,12,26,46,3,0,0,0.9550288486193925,0.9358573738494937,0,0,0,0,1,0,1
9,3.812930310346297,0,11,21,31,9,25,41,53,2,0,0,0.9839568989655123,0.9748922474137809,0,0,0,0,1,0,1
0,10.344148064913586,0,3,5,7,0,3,4,5,0,0,0,0.7620451822719755,0.7030677734079633,0,0,0,0,1,0,1
0,7.920464855036924,0,2,3,5,0,2,2,2,1,0,0,0.6723116026535694,0.5729743955282616,0,0,0,0,1,0,1
3,8.0,1,17,29,36,7,13,27,45,1,0,0,0.9657715539513607,0.94,0,0,0,0,1,0,1
25,8.0,11,41,79,120,7,53,102,140,20,0,0,0.9815167869294084,0.9306175085058587,0,0,0,0,1,0,1
0,5.535884942690705,0,11,12,13,0,1,1,2,0,0,0,0.35458371587373083,0.3116554857591122,0,0,0,0,1,0,1
1,2.0,0,14,18,18,0,1,3,5,0,0,0,0.08676868101719817,0.19885233855652057,0,0,0,0,1,0,1
11,8.0,6,31,54,74,7,29,55,80,8,0,0,0.9735858333032515,0.9328283333934969,0,0,0,0,1,0,1
10,8.0,1,9,24,33,7,17,36,60,6,0,0,0.9620993379720184,0.9379006620279815,0,0,0,0,1,0,1
3,3.3557221505146364,0,10,20,21,0,4,8,14,2,0,0,0.20009128888651245,0.5180762953401952,0,0,0,1,1,0,1
0,6.204636267684941,0,5,6,7,0,1,2,2,0,0,0,0.7026645317015081,0.6947108943783575,0,0,0,0,1,0,1
3,7.211431072714981,0,33,49,80,11,39,71,92,1,0,0,0.99,0.99,0,0,0,0,1,0,1
3,8.0,0,38,56,91,11,41,76,101,2,0,0,0.9893895367341994,0.9857267571393954,0,0,0,0,1,0,1
0,8.0,1,25,38,46,6,12,25,39,1,0,0,0.9288457945435791,0.898845794543579,0,0,0,0,1,0,1
0,5.421707981980111,0,19,34,39,2,5,15,25,4,0,0,0.46490211120097985,0.6368683192792044,2,0,0,0,1,0,1
4,8.0,0,6,11,14,3,8,18,31,2,0,0,0.9314309800960605,0.9161924834133838,0,0,0,0,1,0,1
-17,8.0,2,156,196,228,13,41,84,154,16,0,0,-31.522505101043265,-31.542754424309933,18,0,0,0,1,0,1
6,8.0,0,6,14,19,5,11,24,42,3,0,0,0.9478666376662334,0.9298888647218612,0,0,0,0,1,0,1
40,8.0,8,243,341,440,27,104,262,314,52,0,0,0.6110007579603061,0.573592548289267,1,0,0,0,1,0,1
5,2.3221183759725594,0,12,25,25,1,5,10,19,3,0,0,0.10831775639588392,0.5236220142379877,0,0,0,0,1,0,1
0,11.71819597813695,0,4,7,10,1,3,5,8,0,0,0,0.7985828943384083,0.7818276833659716,0,0,0,0,1,0,1
-2,8.0,0,24,40,48,4,8,21,35,3,0,0,0.8315513318882484,0.8015513318882483,2,0,0,0,1,0,1
48,8.0,0,498,666,832,52,159,448,510,87,0,0,0.10784168990141375,0.10364006561954049,3,0,0,0,1,0,1
3,8.0,0,38,56,91,11,41,76,101,2,0,0,0.9893998739112815,0.9857991173789705,0,0,0,0,1,0,1
42,8.0,0,1874,1980,2085,38,118,315,365,58,0,0,0.4508967940238222,0.42835195432263107,2,0,0,0,1,0,1
0,2.598444086987551,0,13,13,13,0,0,0,0,0,0,0,0.15909635359002067,0.1135846842424273,0,0,0,0,1,0,1
15,8.0,0,521,679,829,47,153,403,514,82,0,0,-36.40421353942245,-36.40421353942245,22,0,0,0,1,0,1
0,10.279088544593975,0,3,5,7,1,2,4,5,0,0,0,0.8802319009392109,0.8674410154932711,0,0,0,0,1,0,1
-3,8.0,0,24,41,52,3,8,22,36,4,0,0,0.7835182326023427,0.7553616279572075,3,0,0,0,1,0,1
24,8.0,1,3170,3174,3177,9,40,71,97,8,0,0,0.9983276717754763,0.9474915076632145,0,0,0,0,1,0,1
6,2.0,0,11,24,25,2,8,15,23,3,0,0,0.18722979359673264,0.5670350525402139,0,0,0,0,1,0,1
-54,8.0,1,428,527,608,25,100,206,388,52,0,0,-98.4389791340568,-98.4389791340568,55,0,0,0,1,0,1
0,8.0,1,26,47,60,3,13,31,48,7,0,0,0.799927202776149,0.765651888093842,3,0,0,0,1,0,1
0,5.232419353815915,0,7,8,9,0,1,1,1,1,0,0,0.4124672042022052,0.3355303762537391,0,0,0,0,1,0,1
0,10.33957563807095,0,3,5,7,0,3,4,5,0,0,0,0.7618851473324832,0.7028277209987249,0,0,0,0,1,0,1
4,8.0,0,61,85,126,14,47,93,119,5,0,0,0.9476376368407603,0.9476376368407603,0,0,0,0,1,0,1
26,8.0,6,1914,1933,1952,8,46,85,117,14,0,0,0.9909700656396231,0.9364550984594346,0,0,0,0,1,0,1
-417,11.345980311289859,292,2893,4228,6027,626,2139,3000,3985,335,0,0,0.5717524610887676,0.7641463289879346,439,0,0,0,1,0,1
2,5.224789132207566,0,9,15,15,0,4,9,14,1,0,0,0.5114704785090592,0.7096112935934917,0,0,0,0,1,0,1
0,6.674170598420779,0,19,35,44,4,11,25,37,4,0,0,0.8186137447245715,0.7952428917324675,3,0,0,0,1,0,1
4,8.0,0,15,27,34,7,13,27,46,2,0,0,0.9648085776349087,0.94,0,0,0,0,1,0,1
5,8.0,0,6,12,16,4,9,20,35,2,0,0,0.9377413678734875,0.9214511398945728,0,0,0,0,1,0,1
49,8.0,0,504,673,844,54,165,460,523,87,0,0,0.13149394565254682,0.13149394565254682,2,0,0,0,1,0,1
5,2.0,0,12,24,25,1,7,13,21,3,0,0,0.152926973533128,0.5489615236894976,0,0,0,0,1,0,1
11,2.5528702348960115,0,6,17,26,9,29,46,56,3,0,0,0.9881570992170133,0.9853927480425332,0,0,0,0,1,0,1
3,3.050489336091011,0,14,28,30,1,5,11,20,3,0,0,0.18430790477076964,0.5420195734436405,0,0,0,0,1,0,1
12,2.764294431087401,0,5,15,24,9,28,45,56,4,0,0,0.986178527844563,0.9836308797409383,0,0,0,0,1,0,1
0,9.241350739296214,1,0,1,2,0,0,2,2,0,0,0,0.9165527241246325,0.9265527241246325,0,0,0,0,1,0,1
1,6.4029269453398285,0,4,9,10,0,3,4,6,2,0,0,0.5149691176851157,0.5587056926045311,0,0,0,1,1,0,1
46,8.0,5,364,496,629,39,133,355,414,70,0,0,0.38858103948032896,0.3647903635937782,1,0,0,0,1,0,1
0,2.6847524902115874,0,13,13,13,0,0,0,0,0,0,0,0.19814785693032744,0.15499538183244344,0,0,0,0,1,0,1
-50,8.0,2,407,502,580,24,97,199,374,50,0,0,-93.6185107271807,-93.6217402666523,52,0,0,0,1,0,1
0,10.982934876480485,0,3,5,8,1,2,4,6,0,0,0,0.855597279323183,0.8357679305583783,0,0,0,0,1,0,1
0,8.258111346037087,0,8,9,11,0,1,3,5,0,0,0,0.5505840169146702,0.5131002396067444,0,0,0,0,1,0,1
-6,8.0,0,41,61,73,3,10,27,47,7,0,0,-3.5293957850141027,-3.5581029928566466,6,0,0,0,1,0,1
5,8.0,0,9,21,28,6,11,26,46,4,0,0,0.9246135679590447,0.9027511241674154,0,0,0,0,1,0,1
26,8.0,6,1783,1804,1824,8,47,87,119,15,0,0,0.9902040314493237,0.9353060471739856,0,0,0,0,1,0,1
-3,8.0,0,24,41,50,3,6,19,32,5,0,0,0.7712953182772206,0.7411102728090462,3,0,0,0,1,0,1
10,3.376161390162232,0,5,12,20,7,24,39,47,3,0,0,0.9693575791475665,0.9670639768306295,0,0,0,0,1,0,1
1,9.854834969455982,0,5,11,13,1,3,6,10,0,0,0,0.6569674576786546,0.7277902141142235,0,0,0,0,1,0,1
6,2.0,0,11,24,25,2,8,15,23,3,0,0,0.18857488691901425,0.5677437576239968,0,0,0,0,1,0,1
0,10.355083156862209,0,5,10,12,1,3,5,9,0,0,0,0.694986319921528,0.7422974115490041,0,0,0,0,1,0,1
5,8.0,3,28,45,58,7,20,39,58,3,0,0,0.9715277311186812,0.9369445377626375,0,0,0,0,1,0,1
-16,8.0,2,155,194,225,13,41,84,152,16,0,0,-31.120694301658816,-31.141064204339116,17,0,0,0,1,0,1
9,2.0,0,8,19,25,5,19,30,39,3,0,0,0.5675867661587002,0.7674381886212507,0,0,0,0,1,0,1
7,8.0,0,6,16,22,6,12,26,47,3,0,0,0.9565505393940316,0.9371254494950263,0,0,0,0,1,0,1
2,8.0,0,151,168,201,11,40,74,97,1,0,0,0.9903333676833508,0.9886665292665966,0,0,0,1,1,0,1
2,5.234855966362515,0,9,15,15,0,4,9,14,1,0,0,0.5128798352907522,0.7102656378135634,0,0,0,0,1,0,1
13,8.0,1,148,200,249,19,51,136,163,22,0,0,0.7544229997810713,0.7310903296847494,0,0,0,0,1,0,1
26,8.0,12,41,80,121,7,54,103,142,21,0,0,0.9811877980344974,0.9283145862414819,0,0,0,0,1,0,1
0,3.9664657045225296,0,11,11,11,0,0,0,0,0,0,0,0.29418848832159983,0.25893698110551877,0,0,0,0,1,0,1
-3,8.0,0,24,40,49,3,7,20,33,4,0,0,0.7989431865207409,0.7689431865207409,3,0,0,0,1,0,1
14,8.0,0,2301,2306,2309,7,27,51,72,6,0,0,0.922606053932779,0.8793359622864503,2,0,0,0,1,0,1
27,8.0,0,536,703,865,51,161,434,534,87,0,0,-26.510737898154616,-26.510737898154616,17,0,0,0,1,0,1
0,10.523243281657498,1,1,1,3,0,0,2,3,0,0,0,0.8716864851419875,0.8712216195088376,0,0,0,0,1,0,1
0,11.327575643496179,1,2,4,6,0,1,3,5,0,0,0,0.8435348524776337,0.8269833396077102,0,0,0,0,1,0,1
0,8.0,1,25,38,47,6,11,24,38,1,0,0,0.9068181323989625,0.8768181323989624,1,0,0,0,1,0,1
0,8.0,0,3,4,5,0,3,5,7,1,0,0,0.783969653512463,0.7265026935857433,0,0,0,0,1,0,1
0,3.216359345726074,0,17,19,21,1,2,5,8,0,0,0,0.27637210513028077,0.2304266362827011,0,0,0,0,1,0,1
-102,8.836506895251578,73,751,1098,1573,165,565,806,1069,84,0,0,0.8854366380935527,0.9335357845705184,109,0,0,0,1,0,1
0,2.710015121269725,0,14,14,14,0,0,0,0,0,0,0,0.15112108873142027,0.10254111897395979,0,0,0,0,1,0,1
27,8.0,0,536,703,865,51,161,434,534,87,0,0,-26.49299289018218,-26.49299289018218,17,0,0,0,1,0,1
1,2.0,0,14,18,18,0,1,2,5,0,0,0,0.0881641532353529,0.18315327610227988,0,0,0,0,1,0,1
0,7.777346185293903,1,4,4,4,0,0,1,1,0,0,0,0.6705129357977729,0.6638430321874773,0,0,0,0,1,0,1
0,9.822353462974599,1,0,0,1,0,0,2,2,0,0,0,0.8962176287958891,0.9062176287958891,0,0,0,0,1,0,1
26,8.0,0,536,702,864,51,161,434,534,87,0,0,-26.741112822868146,-26.741112822868146,17,0,0,0,1,0,1
11,2.7676949606373737,0,7,17,27,9,28,45,55,3,0,0,0.9874410167978754,0.9836025419946886,0,0,0,0,1,0,1
20,4.639957491859835,6,21,45,69,8,41,73,97,12,0,0,0.9856000708469003,0.9592004959283019,0,0,0,0,1,0,1
-2,8.0,0,24,40,49,4,7,20,34,3,0,0,0.8173488921086407,0.7873488921086407,3,0,0,0,1,0,1
-326,10.75959564898665,241,2560,3718,5256,534,1816,2625,3456,307,0,0,0.3380504670008646,0.496727216817597,363,0,0,0,1,0,1
14,8.0,7,33,64,90,5,32,66,94,15,0,0,0.8825571776958114,0.8364775808821241,1,0,0,0,1,0,1
0,9.491344974865838,0,2,4,6,1,2,3,4,0,0,0,0.9078029258796957,0.9028894761310373,0,0,0,0,1,0,1
11,8.0,0,1934,1941,1945,6,24,46,65,6,0,0,0.8980176646270174,0.8568856937898854,2,0,0,0,1,0,1
40,8.0,8,255,357,460,28,107,272,324,54,0,0,0.5874830299701533,0.5515146811964705,1,0,0,0,1,0,1
0,8.0,0,3,4,5,0,3,5,6,1,0,0,0.7617052468758001,0.6951301205977183,0,0,0,0,1,0,1
0,8.20781884482174,0,1,2,4,0,2,2,2,1,0,0,0.7018209787062827,0.6132510151714783,0,0,0,0,1,0,1
10,8.0,4,39,63,99,10,45,84,112,7,0,0,0.9871274409637831,0.9698920867464823,0,0,0,0,1,0,1
0,11.373724871601665,0,3,6,9,1,2,4,7,0,0,0,0.8419196294939417,0.8181823807779252,0,0,0,0,1,0,1
-31,8.0,5,320,402,472,19,87,177,320,44,0,0,-71.1311978345331,-71.14792246075763,40,0,0,0,1,0,1
0,11.990408674504735,1,3,6,9,0,2,4,7,0,0,0,0.8203356963923343,0.7905275229022396,0,0,0,0,1,0,1
0,11.015463011888226,1,2,3,5,0,1,3,5,0,0,0,0.8544587945839122,0.8441495343461477,0,0,0,0,1,0,1
0,10.151748985354674,1,0,0,1,0,0,2,2,0,0,0,0.8846887855125865,0.8916538058054929,0,0,0,0,1,0,1
3,8.0,1,18,30,37,7,13,27,44,1,0,0,0.9663565356119151,0.94,0,0,0,0,1,0,1
-32,8.0,1,248,310,359,15,58,122,229,31,0,0,-54.71495967261474,-54.72827581183316,32,0,0,0,1,0,1
-3,8.761123180075302,0,20,34,42,2,5,16,27,4,0,0,0.7795140397509412,0.7495140397509413,3,0,0,0,1,0,1
0,2.0,0,14,15,15,0,0,0,0,0,0,0,0.09800351753765037,0.0724604277014334,0,0,0,0,1,0,1
4,8.0,3,28,51,69,4,18,41,61,9,0,0,0.822786138607144,0.7852452616632662,2,0,0,0,1,0,1
0,4.556080021521281,0,10,10,10,0,0,0,0,0,0,0,0.35241290212522647,0.3215835022866361,0,0,0,0,1,0,1
-50,8.0,1,400,492,569,24,95,195,366,48,0,0,-91.87945074537959,-91.87945074537959,52,0,0,0,1,0,1
28,8.0,13,46,89,131,7,56,108,150,24,0,0,-0.2697301180935199,-0.32898013002504456,0,0,0,0,1,0,1
10,8.0,6,31,59,82,4,27,57,82,13,0,0,0.8611407438670027,0.818120637600288,2,0,0,0,1,0,1
0,11.696535833867646,0,3,6,9,0,3,4,7,0,0,0,0.8093787541853676,0.7740681312780515,0,0,0,0,1,0,1
0,9.77803676540978,0,2,4,6,1,2,3,5,0,0,0,0.8977687132106577,0.8899883455565599,0,0,0,0,1,0,1
7,8.0,0,7,18,24,6,12,27,48,4,0,0,0.9460173206003921,0.9252813901056759,0,0,0,0,1,0,1
0,8.0,0,2,3,4,0,2,3,3,0,0,0,0.8673385148067396,0.840935788480816,0,0,0,0,1,0,1
29,8.0,12,328,367,405,7,54,103,143,22,0,0,0.9816800689409508,0.9225201034114263,0,0,0,0,1,0,1
0,8.0,0,3,3,4,0,2,4,5,0,0,0,0.9421082420844495,0.9461443227792661,0,0,0,0,1,0,1
4,2.4510124445013064,0,12,25,25,1,4,9,17,2,0,0,0.09427694578209928,0.5130793608905379,0,0,0,0,1,0,1
-111,9.215592616071389,106,1450,2067,2852,269,903,1446,1852,192,0,0,0.14891009546874506,0.21880667089284989,161,0,0,0,1,0,1
0,3.2961079343167023,0,16,20,22,0,1,4,6,1,0,0,0.24473205266536502,0.1990524124464208,0,0,0,0,1,0,1
15,8.0,4,17,38,55,7,26,53,81,10,0,0,0.9663983373096575,0.9336016626903424,0,0,0,0,1,0,1
